"","Branch.Name","Library.Type","Address","Website","Phone.Number","latitude","longitude","Charge","type2","type3","Label"
"11","Ashe County Library","Library","148 Library Dr West Jefferson, NC 28694","https://www.arlibrary.org/","(336) 846-2041",36.40028802,-81.4934,"Free",NA,"Library","<B>Ashe County Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>148 Library Dr West Jefferson, NC 28694<br><a href=""https://www.arlibrary.org/"" target=""_blank"">Website</a><br>"
"12","Traphill Branch Library","Library","6938 Traphill Rd Traphill, NC 28685","https://www.arlibrary.org/","(336) 957-2534",36.31863839,-81.0555,"Free",NA,"Library","<B>Traphill Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>6938 Traphill Rd Traphill, NC 28685<br><a href=""https://www.arlibrary.org/"" target=""_blank"">Website</a><br>"
"13","Watauga County Public Library","Library","140 Queen St Boone, NC 28607","https://www.arlibrary.org/","(828) 264-8784",36.2194521,-81.6827,"Free",NA,"Library","<B>Watauga County Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>140 Queen St Boone, NC 28607<br><a href=""https://www.arlibrary.org/"" target=""_blank"">Website</a><br>"
"14","Western Watauga Branch Library","Library","1085 Old US Hwy 421 Sugar Grove, NC 28679","https://www.arlibrary.org/","(828) 297-5515",36.26598813,-81.783,"Free",NA,"Library","<B>Western Watauga Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>1085 Old US Hwy 421 Sugar Grove, NC 28679<br><a href=""https://www.arlibrary.org/"" target=""_blank"">Website</a><br>"
"15","Wilkes County Library","Library","215 10th St North Wilkesboro, NC 28659","https://www.arlibrary.org/","(336) 838-2818",36.15898006,-81.1479,"Free",NA,"Library","<B>Wilkes County Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>215 10th St North Wilkesboro, NC 28659<br><a href=""https://www.arlibrary.org/"" target=""_blank"">Website</a><br>"
"16","Avery-Mitchell-Yancey Regional Library Bookmobile","Library","289 Burnsville School Rd Burnsville, NC 28714","https://www.amyregionallibrary.org/","(828) 682-4476",35.91584936,-82.2647,"Free",NA,"Library","<B>Avery-Mitchell-Yancey Regional Library Bookmobile</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>289 Burnsville School Rd Burnsville, NC 28714<br><a href=""https://www.amyregionallibrary.org/"" target=""_blank"">Website</a><br>"
"17","Mitchell County Library","Library","18 N Mitchell Ave Bakersville, NC 28705","https://www.amyregionallibrary.org/","(828) 688-2511",36.01534065,-82.1581,"Free",NA,"Library","<B>Mitchell County Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>18 N Mitchell Ave Bakersville, NC 28705<br><a href=""https://www.amyregionallibrary.org/"" target=""_blank"">Website</a><br>"
"18","Spruce Pine Public Library","Library","142 Walnut Ave Spruce Pine, NC 28777","https://www.amyregionallibrary.org/","(828) 765-4673",35.91656872,-82.0656,"Free",NA,"Library","<B>Spruce Pine Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>142 Walnut Ave Spruce Pine, NC 28777<br><a href=""https://www.amyregionallibrary.org/"" target=""_blank"">Website</a><br>"
"19","Yancey County Library","Library","321 School Cir Burnsville, NC 28714","https://www.amyregionallibrary.org/","(828) 682-2600",35.9219235,-82.2938,"Free",NA,"Library","<B>Yancey County Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>321 School Cir Burnsville, NC 28714<br><a href=""https://www.amyregionallibrary.org/"" target=""_blank"">Website</a><br>"
"20","Bath Community Library","Library","102 S Harding St Bath, NC 27808","https://www.bhmlib.org/","(252) 923-6371",35.47712904,-76.8118,"Free",NA,"Library","<B>Bath Community Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>102 S Harding St Bath, NC 27808<br><a href=""https://www.bhmlib.org/"" target=""_blank"">Website</a><br>"
"21","BHM Regional Library","Library","158 N Market St Washington, NC 27889","https://www.bhmlib.org/","(252) 946-6401",35.54303062,-77.0545,"Free",NA,"Library","<B>BHM Regional Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>158 N Market St Washington, NC 27889<br><a href=""https://www.bhmlib.org/"" target=""_blank"">Website</a><br>"
"22","Belhaven Public Library","Library","333 E Main St Belhaven, NC 27810","https://www.bhmlib.org/","(252) 943-2993",35.53777119,-76.6202,"Free",NA,"Library","<B>Belhaven Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>333 E Main St Belhaven, NC 27810<br><a href=""https://www.bhmlib.org/"" target=""_blank"">Website</a><br>"
"23","Hazel W. Guilford Memorial Library","Library","524 Main St Aurora, NC 27806","https://www.bhmlib.org/","(252) 322-5046",35.30462818,-76.789,"Free",NA,"Library","<B>Hazel W. Guilford Memorial Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>524 Main St Aurora, NC 27806<br><a href=""https://www.bhmlib.org/"" target=""_blank"">Website</a><br>"
"24","Martin Memorial Library","Library","200 N Smithwick St Williamston, NC 27892","https://www.bhmlib.org/","(252) 792-7476",35.85627921,-77.0558,"Free",NA,"Library","<B>Martin Memorial Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>200 N Smithwick St Williamston, NC 27892<br><a href=""https://www.bhmlib.org/"" target=""_blank"">Website</a><br>"
"25","Ocracoke Branch Library","Library","225 Back Rd Ocracoke, NC 27960","https://www.bhmlib.org/","(252) 928-4436",35.11094371,-75.9766,"Free",NA,"Library","<B>Ocracoke Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>225 Back Rd Ocracoke, NC 27960<br><a href=""https://www.bhmlib.org/"" target=""_blank"">Website</a><br>"
"26","Robersonville Public Library","Library","119 S Main St Robersonville, NC 27871","https://www.bhmlib.org/","(252) 795-3591",35.82391948,-77.2535,"Free",NA,"Library","<B>Robersonville Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>119 S Main St Robersonville, NC 27871<br><a href=""https://www.bhmlib.org/"" target=""_blank"">Website</a><br>"
"27","Hyde County Public Library","Library","33460 US Hwy 264 Engelhard, NC 27824","https://www.bhmlib.org/","(252) 925-2222",35.51299078,-76.0225,"Free",NA,"Library","<B>Hyde County Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>33460 US Hwy 264 Engelhard, NC 27824<br><a href=""https://www.bhmlib.org/"" target=""_blank"">Website</a><br>"
"28","Bladen County Public Library (Main)","Library","111 N Cypress St Elizabethtown, NC 28337","https://bladenco.libguides.com/home","(910) 862-6990",34.628612,-78.6041,"Free",NA,"Library","<B>Bladen County Public Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>111 N Cypress St Elizabethtown, NC 28337<br><a href=""https://bladenco.libguides.com/home"" target=""_blank"">Website</a><br>"
"29","Bridger Memorial Library","Library","313 S Main St Bladenboro, NC 28320","https://bladenco.libguides.com/home","(910) 863-4586",34.53697083,-78.7899,"Free",NA,"Library","<B>Bridger Memorial Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>313 S Main St Bladenboro, NC 28320<br><a href=""https://bladenco.libguides.com/home"" target=""_blank"">Website</a><br>"
"30","Bladen County Public Library Bookmobile","Library","111 N Cypress St Elizabethtown, NC 28337","https://bladenco.libguides.com/home","(910) 862-6990",34.628612,-78.6041,"Free",NA,"Library","<B>Bladen County Public Library Bookmobile</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>111 N Cypress St Elizabethtown, NC 28337<br><a href=""https://bladenco.libguides.com/home"" target=""_blank"">Website</a><br>"
"31","Clarkton Public Library","Library","10413 N College St Clarkton, NC 28433","https://bladenco.libguides.com/home","(910) 647-3661",34.4889382,-78.6552,"Free",NA,"Library","<B>Clarkton Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>10413 N College St Clarkton, NC 28433<br><a href=""https://bladenco.libguides.com/home"" target=""_blank"">Website</a><br>"
"32","Braswell Memorial Public Library (Main)","Library","727 N Grace St Rocky Mount, NC 27804","https://braswell-library.libguides.com/home","(252) 442-1951",35.94976459,-77.7972,"Free",NA,"Library","<B>Braswell Memorial Public Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>727 N Grace St Rocky Mount, NC 27804<br><a href=""https://braswell-library.libguides.com/home"" target=""_blank"">Website</a><br>"
"33","Wesley Privette Memorial Library","Library","6280 Main St Bailey, NC 27807","https://braswell-library.libguides.com/home","(252) 235-6006",35.77912785,-78.1161,"Free",NA,"Library","<B>Wesley Privette Memorial Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>6280 Main St Bailey, NC 27807<br><a href=""https://braswell-library.libguides.com/home"" target=""_blank"">Website</a><br>"
"34","Whitakers Public Library","Library","106 W Pippen St Whitakers, NC 27891","https://braswell-library.libguides.com/home","(252) 437-1100",36.10564669,-77.7132,"Free",NA,"Library","<B>Whitakers Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>106 W Pippen St Whitakers, NC 27891<br><a href=""https://braswell-library.libguides.com/home"" target=""_blank"">Website</a><br>"
"35","Middlesex Public Library","Library","12480 W Hanes Ave Middlesex, NC 27557","https://braswell-library.libguides.com/home","(252) 235-6001",35.7896564,-78.2101,"Free",NA,"Library","<B>Middlesex Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>12480 W Hanes Ave Middlesex, NC 27557<br><a href=""https://braswell-library.libguides.com/home"" target=""_blank"">Website</a><br>"
"36","Spring Hope Public Library","Library","101 N Ash St Spring Hope, NC 27882","https://braswell-library.libguides.com/home","(252) 478-3377",35.9436633,-78.1124,"Free",NA,"Library","<B>Spring Hope Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>101 N Ash St Spring Hope, NC 27882<br><a href=""https://braswell-library.libguides.com/home"" target=""_blank"">Website</a><br>"
"37","Harper Library","Library","109 W Moore St Southport, NC 28461","https://www.brunswickcountync.gov/library/","(910) 457-6237",33.91812353,-78.0195,"Free",NA,"Library","<B>Harper Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>109 W Moore St Southport, NC 28461<br><a href=""https://www.brunswickcountync.gov/library/"" target=""_blank"">Website</a><br>"
"38","Leland Branch Library","Library","487 Village Rd Leland, NC 28451","https://www.brunswickcountync.gov/library/","(910) 371-9442",34.23842251,-78.0074,"Free",NA,"Library","<B>Leland Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>487 Village Rd Leland, NC 28451<br><a href=""https://www.brunswickcountync.gov/library/"" target=""_blank"">Website</a><br>"
"39","G. V. Barbee, Sr. Library","Library","8200 E Oak Island Dr Oak Island, NC 28465","https://www.brunswickcountync.gov/library/","(910) 278-4283",33.90888043,-78.0829,"Free",NA,"Library","<B>G. V. Barbee, Sr. Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>8200 E Oak Island Dr Oak Island, NC 28465<br><a href=""https://www.brunswickcountync.gov/library/"" target=""_blank"">Website</a><br>"
"40","Rourk Branch Library","Library","5068 Main St Shallotte, NC 28459","https://www.brunswickcountync.gov/library/","(910) 754-6578",33.96440974,-78.3966,"Free",NA,"Library","<B>Rourk Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>5068 Main St Shallotte, NC 28459<br><a href=""https://www.brunswickcountync.gov/library/"" target=""_blank"">Website</a><br>"
"41","Southwest Brunswick Branch Library","Library","9400 Ocean Hwy West Carolina Shores, NC 28467","https://www.brunswickcountync.gov/library/","(910) 575-0173",33.92266046,-78.5763,"Free",NA,"Library","<B>Southwest Brunswick Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>9400 Ocean Hwy West Carolina Shores, NC 28467<br><a href=""https://www.brunswickcountync.gov/library/"" target=""_blank"">Website</a><br>"
"42","Pack Memorial Library (Main)","Library","67 Haywood St Asheville, NC 28801","https://www.buncombecounty.org/governing/depts/library/","(828) 250-4700",35.59674847,-82.5554,"Free",NA,"Library","<B>Pack Memorial Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>67 Haywood St Asheville, NC 28801<br><a href=""https://www.buncombecounty.org/governing/depts/library/"" target=""_blank"">Website</a><br>"
"43","Black Mountain Branch Library","Library","105 Dougherty St Black Mountain, NC 28711","https://www.buncombecounty.org/governing/depts/library/","(828) 250-4756",35.61589373,-82.3221,"Free",NA,"Library","<B>Black Mountain Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>105 Dougherty St Black Mountain, NC 28711<br><a href=""https://www.buncombecounty.org/governing/depts/library/"" target=""_blank"">Website</a><br>"
"44","Buncombe County Law Library","Library","60 Court Plz Asheville, NC 28801","https://www.buncombecounty.org/governing/depts/library/","(828) 250-4735",35.5956717,-82.5488,"Free",NA,"Library","<B>Buncombe County Law Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>60 Court Plz Asheville, NC 28801<br><a href=""https://www.buncombecounty.org/governing/depts/library/"" target=""_blank"">Website</a><br>"
"45","East Asheville Branch Library","Library","902 Tunnel Rd Asheville, NC 28805","https://www.buncombecounty.org/governing/depts/library/","(828) 250-4738",35.587364,-82.5029,"Free",NA,"Library","<B>East Asheville Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>902 Tunnel Rd Asheville, NC 28805<br><a href=""https://www.buncombecounty.org/governing/depts/library/"" target=""_blank"">Website</a><br>"
"46","Fairview Branch Library","Library","1 Taylor Rd Fairview, NC 28730","https://www.buncombecounty.org/governing/depts/library/","(828) 250-6484",35.52468934,-82.4139,"Free",NA,"Library","<B>Fairview Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>1 Taylor Rd Fairview, NC 28730<br><a href=""https://www.buncombecounty.org/governing/depts/library/"" target=""_blank"">Website</a><br>"
"47","Leicester Branch Library","Library","1561 Alexander Rd Leicester, NC 28748","https://www.buncombecounty.org/governing/depts/library/","(828) 250-6480",35.65831567,-82.6933,"Free",NA,"Library","<B>Leicester Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>1561 Alexander Rd Leicester, NC 28748<br><a href=""https://www.buncombecounty.org/governing/depts/library/"" target=""_blank"">Website</a><br>"
"48","North Asheville Branch Library","Library","1230 Merrimon Ave Asheville, NC 28804","https://www.buncombecounty.org/governing/depts/library/","(828) 250-4752",35.63578263,-82.5637,"Free",NA,"Library","<B>North Asheville Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>1230 Merrimon Ave Asheville, NC 28804<br><a href=""https://www.buncombecounty.org/governing/depts/library/"" target=""_blank"">Website</a><br>"
"49","South Asheville Branch Library","Library","749 Fairview Rd Asheville, NC 28803","https://www.buncombecounty.org/governing/depts/library/","(828) 250-4754",35.56447485,-82.5132,"Free",NA,"Library","<B>South Asheville Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>749 Fairview Rd Asheville, NC 28803<br><a href=""https://www.buncombecounty.org/governing/depts/library/"" target=""_blank"">Website</a><br>"
"50","South Buncombe - Skyland Library","Library","260 Overlook Rd Skyland, NC 28776","https://www.buncombecounty.org/governing/depts/library/","(828) 250-6488",35.48765265,-82.5377,"Free",NA,"Library","<B>South Buncombe - Skyland Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>260 Overlook Rd Skyland, NC 28776<br><a href=""https://www.buncombecounty.org/governing/depts/library/"" target=""_blank"">Website</a><br>"
"51","Swannanoa Branch Library","Library","101 W Charleston St Swannonoa, NC 28778","https://www.buncombecounty.org/governing/depts/library/","(828) 250-6486",35.60943445,-82.3858,"Free",NA,"Library","<B>Swannanoa Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>101 W Charleston St Swannonoa, NC 28778<br><a href=""https://www.buncombecounty.org/governing/depts/library/"" target=""_blank"">Website</a><br>"
"52","Weaverville Library","Library","41 N Main St Weaverville, NC 28787","https://www.buncombecounty.org/governing/depts/library/","(828) 250-6482",35.69895044,-82.5604,"Free",NA,"Library","<B>Weaverville Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>41 N Main St Weaverville, NC 28787<br><a href=""https://www.buncombecounty.org/governing/depts/library/"" target=""_blank"">Website</a><br>"
"53","West Asheville Branch Library","Library","942 Haywood Rd Asheville, NC 28806","https://www.buncombecounty.org/governing/depts/library/","(828) 250-4750",35.58096697,-82.6012,"Free",NA,"Library","<B>West Asheville Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>942 Haywood Rd Asheville, NC 28806<br><a href=""https://www.buncombecounty.org/governing/depts/library/"" target=""_blank"">Website</a><br>"
"54","Burke County Public Library (Main)","Library","204 S King St Morganton, NC 28655","https://www.bcpls.org/","(828) 764-9260",35.74292217,-81.6868,"Free",NA,"Library","<B>Burke County Public Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>204 S King St Morganton, NC 28655<br><a href=""https://www.bcpls.org/"" target=""_blank"">Website</a><br>"
"55","C. B. Hildebrand Public Library","Library","101B Main Ave West Hildebran, NC 28637","https://www.bcpls.org/","(828) 764-9283",35.7101969,-81.4255,"Free",NA,"Library","<B>C. B. Hildebrand Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>101B Main Ave West Hildebran, NC 28637<br><a href=""https://www.bcpls.org/"" target=""_blank"">Website</a><br>"
"56","Valdese Public Library","Library","213 Saint Germain Ave Se Valdese, NC 28690","https://www.bcpls.org/","(828) 874-2421",35.7417501,-81.5613,"Free",NA,"Library","<B>Valdese Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>213 Saint Germain Ave Se Valdese, NC 28690<br><a href=""https://www.bcpls.org/"" target=""_blank"">Website</a><br>"
"57","Cabarrus County Public Library (Main)","Library","27 Union St N Concord, NC 28025","https://www.cabarruscounty.us/departments/library","(704) 920-2050",35.41109029,-80.5821,"Free",NA,"Library","<B>Cabarrus County Public Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>27 Union St N Concord, NC 28025<br><a href=""https://www.cabarruscounty.us/departments/library"" target=""_blank"">Website</a><br>"
"58","Kannapolis Branch Library","Library","850 Mountain St Kannapolis, NC 28081","https://www.cabarruscounty.us/departments/library","(704) 920-1180",35.50469843,-80.6352,"Free",NA,"Library","<B>Kannapolis Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>850 Mountain St Kannapolis, NC 28081<br><a href=""https://www.cabarruscounty.us/departments/library"" target=""_blank"">Website</a><br>"
"59","Midland Branch Library","Library","4297 Highway 24/27 Suite C Midland, NC 28107","https://www.cabarruscounty.us/departments/library","(704) 920-2040",35.25146588,-80.5022,"Free",NA,"Library","<B>Midland Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>4297 Highway 24/27 Suite C Midland, NC 28107<br><a href=""https://www.cabarruscounty.us/departments/library"" target=""_blank"">Website</a><br>"
"60","Mt. Pleasant Branch Library","Library","8556 Cook St Mount Pleasant, NC 28124","https://www.cabarruscounty.us/departments/library","(704) 920-2202",35.40330453,-80.4332,"Free",NA,"Library","<B>Mt. Pleasant Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>8556 Cook St Mount Pleasant, NC 28124<br><a href=""https://www.cabarruscounty.us/departments/library"" target=""_blank"">Website</a><br>"
"61","Harrisburg Library","Library","201 Sims Pkwy Harrisburg, NC 28075","https://www.cabarruscounty.us/departments/library","(704) 920-2080",35.3194623,-80.6597,"Free",NA,"Library","<B>Harrisburg Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>201 Sims Pkwy Harrisburg, NC 28075<br><a href=""https://www.cabarruscounty.us/departments/library"" target=""_blank"">Website</a><br>"
"62","Caldwell County Public Library (Main)","Library","120 Hospital Ave Lenoir, NC 28645","https://ccpl.libguides.com/mainpage","(828) 757-1270",35.92197729,-81.5246,"Free",NA,"Library","<B>Caldwell County Public Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>120 Hospital Ave Lenoir, NC 28645<br><a href=""https://ccpl.libguides.com/mainpage"" target=""_blank"">Website</a><br>"
"63","Granite Falls Branch Library","Library","24 S Main St Granite Falls, NC 28630","https://ccpl.libguides.com/mainpage","(828) 396-7703",35.79845454,-81.4329,"Free",NA,"Library","<B>Granite Falls Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>24 S Main St Granite Falls, NC 28630<br><a href=""https://ccpl.libguides.com/mainpage"" target=""_blank"">Website</a><br>"
"64","Hudson Branch Library","Library","530 Central St Hudson, NC 28638","https://ccpl.libguides.com/mainpage","(828) 728-4207",35.84773733,-81.4955,"Free",NA,"Library","<B>Hudson Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>530 Central St Hudson, NC 28638<br><a href=""https://ccpl.libguides.com/mainpage"" target=""_blank"">Website</a><br>"
"65","Bogue Banks Public Library","Library","320 Salter Path Rd Pine Knoll Shores, NC 28512","https://www.carteretcountypubliclibrary.org/","(252) 247-4660",34.69473795,-76.8239,"Free",NA,"Library","<B>Bogue Banks Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>320 Salter Path Rd Pine Knoll Shores, NC 28512<br><a href=""https://www.carteretcountypubliclibrary.org/"" target=""_blank"">Website</a><br>"
"66","Carteret County Public Library","Library","1702 Live Oak St. Suite 100 Beaufort, NC 28516","https://www.carteretcountypubliclibrary.org/","(252) 728-2050",34.72844747,-76.6407,"Free",NA,"Library","<B>Carteret County Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>1702 Live Oak St. Suite 100 Beaufort, NC 28516<br><a href=""https://www.carteretcountypubliclibrary.org/"" target=""_blank"">Website</a><br>"
"67","Down East Public Library","Library","108 Straits Road Beaufort, NC 28516","https://www.carteretcountypubliclibrary.org/","(252) 728-1333",34.73370582,-76.5594,"Free",NA,"Library","<B>Down East Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>108 Straits Road Beaufort, NC 28516<br><a href=""https://www.carteretcountypubliclibrary.org/"" target=""_blank"">Website</a><br>"
"68","Newport Public Library","Library","210 Howard Blvd Newport, NC 28570","https://www.carteretcountypubliclibrary.org/","(252) 223-5108",34.78763619,-76.8641,"Free",NA,"Library","<B>Newport Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>210 Howard Blvd Newport, NC 28570<br><a href=""https://www.carteretcountypubliclibrary.org/"" target=""_blank"">Website</a><br>"
"69","Western Carteret Library","Library","230 Taylor Notion Rd Cape Carteret, NC 28584","https://www.carteretcountypubliclibrary.org/","(252) 393-6500",34.69746811,-77.0574,"Free",NA,"Library","<B>Western Carteret Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>230 Taylor Notion Rd Cape Carteret, NC 28584<br><a href=""https://www.carteretcountypubliclibrary.org/"" target=""_blank"">Website</a><br>"
"70","Gunn Memorial Public Library","Library","161 Main St E Yanceyville, NC 27379","https://www.caswellcountync.gov/library","(336) 694-6241",36.40400104,-79.3331,"Free",NA,"Library","<B>Gunn Memorial Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>161 Main St E Yanceyville, NC 27379<br><a href=""https://www.caswellcountync.gov/library"" target=""_blank"">Website</a><br>"
